ogrid	relation	dgrid	m
56	0	77	64
56	0	78	13
56	0	79	70
56	0	80	39
56	0	81	37
56	0	90	16
56	0	91	23
56	0	92	15
56	0	94	27
56	0	95	25
56	0	96	10
56	0	97	13
56	0	102	20
56	0	103	18
56	0	105	266
56	0	106	60
56	0	107	77
56	0	108	30
56	0	109	325
56	0	110	73
56	0	135	15
56	0	150	10
56	0	175	13
57	0	0	13
57	0	2	10
57	0	8	90
57	0	28	17
57	0	29	20588
57	0	31	1945
57	0	32	10
57	0	33	54
57	0	34	70
57	0	38	7272
57	0	39	64
57	0	45	30
57	0	52	22
57	0	53	164
57	0	54	63
57	0	55	46
57	0	56	934
57	0	58	81
57	0	59	211187
57	0	60	163
57	0	61	15
57	0	62	202
57	0	63	14
57	0	64	928
57	0	65	92
57	0	66	111
57	0	67	67011
57	0	68	213
57	0	69	164752
57	0	70	57
57	0	72	12
57	0	75	43
57	0	76	32
57	0	77	11
57	0	81	172
57	0	82	14
57	0	84	11
57	0	85	13
57	0	87	11
57	0	88	22
57	0	90	36
57	0	91	29
57	0	92	23
57	0	94	56
57	0	95	82
57	0	96	15
57	0	97	18
57	0	98	13
57	0	100	11
57	0	103	16
57	0	105	12
57	0	106	26
57	0	107	12
57	0	109	91
57	0	135	12
57	0	174	131
58	0	16	238
58	0	18	35
58	0	19	21
58	0	20	21
58	0	29	12
58	0	31	16
58	0	38	56
58	0	39	41
58	0	40	34
58	0	41	103
58	0	45	24
58	0	52	268799
58	0	53	20
58	0	54	54
58	0	55	207316
58	0	56	1561
58	0	57	86
58	0	60	9847
58	0	61	53
58	0	64	21
58	0	67	33
58	0	68	63
58	0	69	43
58	0	70	33
58	0	71	16
58	0	72	105
58	0	74	11
58	0	75	36
58	0	76	29
58	0	79	55
58	0	80	11
58	0	90	10
58	0	103	10
58	0	105	2957
58	0	106	240
58	0	107	108
58	0	108	120
58	0	110	43206
58	0	175	18
59	0	0	14
59	0	8	16
59	0	28	12
59	0	29	39307
59	0	31	40
59	0	33	60
59	0	34	85
59	0	38	80
59	0	39	156
59	0	45	18
59	0	52	10
59	0	53	48
59	0	54	38
59	0	55	16
59	0	56	241
59	0	57	220863
59	0	60	42
59	0	61	26
59	0	62	248
59	0	63	27
59	0	64	190658
59	0	65	167
59	0	66	154
59	0	67	232
59	0	68	46
59	0	69	264
59	0	70	36
59	0	72	10
59	0	75	17
59	0	76	10
59	0	81	33
59	0	82	16
59	0	88	11
59	0	90	132
59	0	91	60
59	0	92	19
59	0	94	119
59	0	95	300
59	0	96	14
59	0	97	56
59	0	98	53
59	0	103	12
59	0	106	17
59	0	135	12
60	0	0	10
60	0	16	23
60	0	17	56
60	0	19	10
60	0	29	14
60	0	31	10
60	0	35	20
60	0	36	10
60	0	38	26
60	0	39	50
60	0	40	10
60	0	41	21
60	0	45	73
60	0	48	14
60	0	49	13
60	0	51	14
60	0	52	13862
60	0	53	34826
60	0	54	339511
60	0	55	180
60	0	56	195567
60	0	57	206
60	0	58	9523
60	0	59	64
60	0	61	39
60	0	64	66
60	0	65	15
60	0	66	11
60	0	67	63
60	0	68	67
60	0	69	189
60	0	70	170
60	0	71	11
60	0	72	47
60	0	73	13
60	0	74	47
60	0	75	562
60	0	76	190
60	0	77	146
60	0	78	50
60	0	79	34
60	0	80	226
60	0	81	33
60	0	88	14
60	0	90	20
60	0	91	13
60	0	94	35
60	0	95	26
60	0	96	10
60	0	97	10
60	0	99	15
60	0	100	10
60	0	101	12
60	0	102	16
60	0	103	13
60	0	105	82
60	0	106	22
60	0	107	16
60	0	109	68
60	0	110	42
60	0	124	11
60	0	150	10
60	0	172	10
60	0	175	11
61	0	8	10
61	0	16	33
61	0	17	10
61	0	18	39
61	0	19	167
61	0	20	66
61	0	21	310
61	0	25	53
61	0	37	34
61	0	38	88
61	0	39	142122
61	0	40	156664
61	0	41	56742
61	0	42	24
61	0	45	35
61	0	48	11
61	0	52	29
61	0	53	20
61	0	54	30
61	0	55	16
61	0	56	44
61	0	57	15
61	0	58	74
61	0	59	22
61	0	60	40
61	0	62	788
61	0	63	29
61	0	64	154
61	0	65	262
61	0	66	241
61	0	67	17
61	0	70	40
61	0	71	16
61	0	75	13
61	0	76	303
61	0	77	11
61	0	79	21
61	0	90	196
61	0	91	37
61	0	92	15
61	0	94	53
61	0	95	35
61	0	96	16
61	0	97	41
61	0	98	20
61	0	103	11
61	0	105	208
61	0	106	195
61	0	107	14
61	0	108	104
61	0	109	12
61	0	110	181
61	0	121	15
61	0	132	22
61	0	135	11
61	0	136	10
61	0	150	200
61	0	151	21
61	0	152	16
61	0	154	11
61	0	155	48
61	0	158	64
61	0	159	34
61	0	171	118
61	0	172	779
61	0	173	156
61	0	174	135
61	0	175	179727
61	0	176	18
61	0	179	17
61	0	180	29
61	0	181	15
61	0	192	15
61	0	193	31
61	0	200	10
62	0	0	31
62	0	2	27
62	0	7	12
62	0	8	106
62	0	13	24
62	0	16	13
62	0	18	15
62	0	19	229
62	0	21	17
62	0	29	11
62	0	37	168
62	0	38	274
62	0	39	332929
62	0	40	46
62	0	41	148
62	0	42	63
62	0	53	18
62	0	54	10
62	0	56	30
62	0	57	184
62	0	58	16
62	0	59	143
62	0	60	23
62	0	61	868
62	0	63	54646
62	0	64	189139
62	0	65	239972
62	0	66	509526
62	0	67	24
62	0	69	18
62	0	70	11
62	0	90	334
62	0	91	113
62	0	92	49
62	0	93	72
62	0	94	233
62	0	95	132
62	0	96	117
62	0	97	448
62	0	98	181
62	0	105	54
62	0	106	200
62	0	108	44
62	0	109	26
62	0	110	11
62	0	129	18
62	0	133	12
62	0	135	17
62	0	140	10
62	0	151	10
62	0	158	13
62	0	172	14
62	0	175	44
63	0	39	98
63	0	57	21
63	0	59	13
63	0	61	32
63	0	62	56156
63	0	64	168
63	0	65	79686
63	0	66	58404
63	0	90	12
63	0	94	22
63	0	95	13
63	0	96	12
63	0	97	53
63	0	98	22
63	0	175	11
64	0	0	141
64	0	1	15
64	0	2	93
64	0	7	12
64	0	8	673
64	0	12	19
64	0	13	29
64	0	16	14
64	0	18	25
64	0	19	56
64	0	20	13
64	0	21	12
64	0	28	13
64	0	29	98
64	0	31	20
64	0	33	15
64	0	34	67
64	0	37	125732
64	0	38	266581
64	0	39	108539
64	0	40	33
64	0	41	94
64	0	42	52
64	0	45	19
64	0	51	10
64	0	52	16
64	0	53	64
64	0	54	48
64	0	55	18
64	0	56	231
64	0	57	1207
64	0	58	29
64	0	59	198219
64	0	60	82
64	0	61	143
64	0	62	188715
64	0	63	117
64	0	65	607
64	0	66	78482
64	0	67	265
64	0	68	49
64	0	69	189
64	0	70	40
64	0	72	12
64	0	75	34
64	0	76	24
64	0	77	21
64	0	81	17
64	0	82	12
64	0	83	22
64	0	90	213
64	0	91	139
64	0	92	379
64	0	93	30
64	0	94	33114
64	0	95	330130
64	0	96	119
64	0	97	209
64	0	98	145
64	0	103	16
64	0	105	144
64	0	106	549
64	0	107	39
64	0	108	63
64	0	109	246
64	0	110	35
64	0	132	18
64	0	133	14
64	0	135	26
64	0	150	11
64	0	151	343
64	0	158	15
64	0	175	14
64	0	184	34
64	0	200	13
65	0	0	70
65	0	1	14
65	0	2	37
65	0	7	19
65	0	8	96
65	0	12	38
65	0	13	60
65	0	16	12
65	0	18	21
65	0	19	31
65	0	21	15
65	0	34	29
65	0	37	31
65	0	38	161
65	0	39	25068
65	0	40	24
65	0	41	49
65	0	42	12
65	0	53	10
65	0	54	10
65	0	56	27
65	0	57	98
65	0	58	13
65	0	59	124
65	0	60	16
65	0	61	254
65	0	62	241993
65	0	63	78669
65	0	64	677
65	0	66	1339978
65	0	67	103
65	0	69	13
65	0	77	13
65	0	90	976
65	0	91	324
65	0	92	124
65	0	93	288
65	0	94	492
65	0	95	126
65	0	96	388
65	0	97	128869
65	0	98	1076
65	0	105	22
65	0	106	84
65	0	108	28
65	0	129	16
65	0	130	11
65	0	132	14
65	0	133	10
65	0	135	35
65	0	158	11
65	0	172	15
65	0	175	15
66	0	0	70
66	0	1	14
66	0	2	29
66	0	7	20
66	0	8	166
66	0	12	22
66	0	13	32
66	0	16	11
66	0	19	42
66	0	21	13
66	0	25	10
66	0	29	15
66	0	33	10
66	0	34	25
66	0	37	51
66	0	38	148
66	0	39	909
66	0	40	116
66	0	41	82
66	0	42	22
66	0	53	10
66	0	54	11
66	0	56	28
66	0	57	109
66	0	58	19
66	0	59	127
66	0	60	10
66	0	61	222
66	0	62	521337
66	0	63	60459
66	0	64	84098
66	0	65	1333445
66	0	67	29
66	0	69	18
66	0	72	11
66	0	77	28
66	0	82	10
66	0	90	592
66	0	91	251
66	0	92	175
66	0	93	361
66	0	94	78928
66	0	95	639
66	0	96	357
66	0	97	254454
66	0	98	897
66	0	105	16
66	0	106	115
66	0	108	26
66	0	109	11
66	0	129	19
66	0	132	15
66	0	133	13
66	0	135	23
66	0	175	21
66	0	176	11
67	0	7	55
67	0	8	11
67	0	12	113
67	0	19	11
67	0	28	12
67	0	29	126
67	0	31	20291
67	0	33	14
67	0	34	27
67	0	38	13
67	0	39	23
67	0	53	70805
67	0	54	12
67	0	55	18
67	0	56	1422
67	0	57	67509
67	0	58	36
67	0	59	281
67	0	60	60
67	0	61	20
67	0	62	27
67	0	64	246
67	0	65	112
67	0	66	37
67	0	68	136881
67	0	69	13662
67	0	78	13
67	0	81	33720
67	0	82	48
67	0	83	10
67	0	84	53
67	0	85	13
67	0	86	14
67	0	88	86
67	0	89	10
67	0	90	12
67	0	91	57
67	0	94	16
67	0	95	28
67	0	96	88
67	0	97	25
67	0	103	61
67	0	105	15
67	0	106	18
67	0	109	24
68	0	28	12
68	0	29	28
68	0	31	75
68	0	38	31
68	0	39	13
68	0	52	26
68	0	53	318
68	0	54	37
68	0	55	75
68	0	56	140185
68	0	57	237
68	0	58	68
68	0	59	60
68	0	60	81
68	0	64	51
68	0	67	136334
68	0	69	117382
68	0	81	34
68	0	88	17
68	0	91	16
68	0	105	26
68	0	106	22
68	0	107	10
68	0	109	84
68	0	110	13
69	0	2	42
69	0	16	12
69	0	19	14
69	0	29	44
69	0	31	28
69	0	33	12
69	0	37	11
69	0	38	181
69	0	39	82
69	0	45	13
69	0	52	39
69	0	53	102
69	0	54	54
69	0	55	113
69	0	56	228787
69	0	57	152327
69	0	58	67
69	0	59	253
69	0	60	175
69	0	61	15
69	0	62	27
69	0	64	196
69	0	65	13
69	0	66	12
69	0	67	13309
69	0	68	117910
69	0	70	17
69	0	75	38
69	0	76	18
69	0	81	25
69	0	82	17
69	0	94	16
69	0	95	12
69	0	105	330
69	0	106	78
69	0	107	24
69	0	108	14
69	0	109	64549
70	0	16	22
70	0	20	19
70	0	29	10
70	0	35	142
70	0	36	14518
70	0	38	14
70	0	39	15
70	0	41	10
70	0	45	143864
70	0	48	51
70	0	49	23
70	0	50	112
70	0	51	27
70	0	52	17
70	0	53	21
70	0	54	291
70	0	55	16
70	0	56	99
70	0	57	35
70	0	58	40
70	0	59	38
70	0	60	130
70	0	61	42
70	0	62	13
70	0	64	37
70	0	65	15
70	0	69	29
70	0	71	100
70	0	72	33024
70	0	73	80
70	0	74	12626
70	0	75	381
70	0	76	150283
70	0	77	288
70	0	78	150
70	0	79	54
70	0	80	15
70	0	83	52
70	0	86	21
70	0	87	12
70	0	89	14
70	0	90	16
70	0	91	12
70	0	94	10
70	0	99	52911
70	0	100	149
70	0	101	19072
70	0	102	414
70	0	103	175
70	0	104	51
70	0	105	27
70	0	107	10
70	0	109	110
71	0	16	139
71	0	19	28
71	0	20	14
71	0	35	78513
71	0	36	244
71	0	40	11
71	0	45	106
71	0	48	409
71	0	49	31
71	0	50	30
71	0	51	47
71	0	52	53
71	0	53	17
71	0	58	30
71	0	61	14
71	0	70	118
71	0	72	74843
71	0	73	13
71	0	74	14
71	0	75	10
71	0	76	60
71	0	77	57
71	0	78	19
71	0	79	83015
71	0	80	22
71	0	99	23
71	0	105	15
71	0	106	13
72	0	35	11023
72	0	36	46291
72	0	45	80
72	0	48	348
72	0	49	51
72	0	50	38
72	0	51	52
72	0	54	105
72	0	56	39
72	0	57	13
72	0	58	105
72	0	60	35
72	0	70	30911
72	0	71	73465
72	0	73	51
72	0	74	59
72	0	75	226
72	0	76	100067
72	0	77	194
72	0	78	254
72	0	79	18
72	0	80	12
72	0	86	17
72	0	88	12
72	0	99	36
72	0	102	14
72	0	103	196
73	0	16	144
73	0	19	22
73	0	20	23
73	0	45	12
73	0	52	20
73	0	54	11
73	0	70	67
73	0	72	44
73	0	74	22
73	0	75	21429
73	0	76	311
73	0	77	61
73	0	78	26240
73	0	79	77402
73	0	80	20341
74	0	16	14
74	0	36	11
74	0	45	20
74	0	54	121
74	0	56	18
74	0	58	18
74	0	60	37
74	0	70	12848
74	0	72	72
74	0	73	94
74	0	75	14289
74	0	76	247528
74	0	77	153703
74	0	78	143
74	0	79	18
74	0	83	863
74	0	85	15
74	0	86	33
74	0	87	2993
74	0	89	5039
74	0	99	30
74	0	100	165
74	0	101	228
74	0	102	56058
74	0	103	145
74	0	104	21
75	0	0	34
75	0	16	12
75	0	19	11
75	0	29	15
75	0	34	10
75	0	35	60
75	0	36	21
75	0	45	76
75	0	48	55
75	0	49	10
75	0	50	15
75	0	51	42
75	0	53	27
75	0	54	203782
75	0	55	13
75	0	56	174
75	0	57	32
75	0	58	28
75	0	59	21
75	0	60	474
75	0	61	13
75	0	64	35
75	0	65	10
75	0	68	11
75	0	69	37
75	0	70	441
75	0	71	12
75	0	72	233
75	0	73	24019
75	0	74	84357
75	0	76	2381
75	0	77	317121
75	0	78	72329
75	0	79	71
75	0	80	96
75	0	81	12
75	0	82	30
75	0	84	25
75	0	85	14
75	0	86	16239
75	0	88	101
75	0	89	17819
75	0	99	18
75	0	100	76
75	0	101	34
75	0	102	74
75	0	103	211
76	0	13	12
76	0	16	31
76	0	20	13
76	0	35	160
76	0	36	219
76	0	38	111
76	0	39	15
76	0	45	379
76	0	48	81
76	0	49	33
76	0	50	66
76	0	51	49
76	0	53	14
76	0	54	626
76	0	56	96
76	0	57	26
76	0	58	18
76	0	59	22
76	0	60	144
76	0	61	307
76	0	64	20
76	0	69	20
76	0	70	136785
76	0	71	55
76	0	72	95123
76	0	73	469
76	0	74	226025
76	0	75	1063
76	0	77	123659
76	0	78	78871
76	0	79	109
76	0	80	21
76	0	86	49
76	0	88	37
76	0	89	17
76	0	99	79
76	0	100	202
76	0	101	96
76	0	102	103
76	0	103	241
76	0	104	11
76	0	105	17
76	0	109	13
77	0	0	34
77	0	18	18
77	0	19	13
77	0	35	16
77	0	36	32
77	0	39	11
77	0	44	11
77	0	45	50
77	0	48	17
77	0	50	21
77	0	51	46
77	0	53	11
77	0	54	441
77	0	56	43
77	0	57	20
77	0	58	11
77	0	60	117
77	0	61	10
77	0	64	10
77	0	66	31
77	0	70	365
77	0	71	23
77	0	72	187
77	0	73	108
77	0	74	87610
77	0	75	376712
77	0	76	99163
77	0	78	89186
77	0	79	27
77	0	82	18
77	0	86	34
77	0	89	13
77	0	100	28
77	0	101	33
77	0	102	53
77	0	103	40
77	0	105	11
78	0	16	42
78	0	18	12
78	0	19	15
78	0	20	25
78	0	35	87
78	0	36	37
78	0	39	37
78	0	45	18
78	0	48	45
78	0	49	13
78	0	51	14
78	0	52	10
78	0	53	13
78	0	54	125
78	0	56	21
78	0	60	56
78	0	70	136
78	0	71	22
78	0	72	231
78	0	73	83112
78	0	74	66
78	0	75	77848
78	0	76	55324
78	0	77	54925
78	0	79	232
78	0	80	82
78	0	86	33
78	0	100	13
78	0	101	16
78	0	102	10
78	0	103	10
79	0	16	868
79	0	18	38
79	0	19	90
79	0	20	102
79	0	21	13
79	0	24	16
79	0	35	57
79	0	36	14
79	0	39	20
79	0	40	15
79	0	45	14
79	0	48	57
79	0	49	30
79	0	50	18
79	0	51	13
79	0	52	203
79	0	53	22
79	0	54	35
79	0	55	13
79	0	56	72
79	0	58	74
79	0	60	46
79	0	61	35
79	0	70	42
79	0	71	27463
79	0	72	20
79	0	73	16484
79	0	74	15
79	0	75	69
79	0	76	58
79	0	77	20
79	0	78	83
79	0	80	22677
79	0	100	13
79	0	105	20
79	0	106	22
79	0	108	22
79	0	110	15
79	0	175	14
80	0	16	11
80	0	53	62
80	0	54	23861
80	0	56	25
80	0	60	277
80	0	68	10
80	0	70	24
80	0	71	18
80	0	72	12
80	0	73	16669
80	0	75	88
80	0	76	28
80	0	77	17
80	0	78	107
80	0	79	26182
81	0	0	35
81	0	2	11
81	0	8	16
81	0	19	13
81	0	27	24
81	0	28	7565
81	0	29	783
81	0	31	215769
81	0	32	43
81	0	33	26
81	0	34	625
81	0	39	10
81	0	53	69919
81	0	54	34
81	0	56	39
81	0	57	166
81	0	59	36
81	0	60	25
81	0	64	14
81	0	67	31522
81	0	68	36
81	0	69	27
81	0	75	10
81	0	82	366
81	0	83	68
81	0	84	195816
81	0	85	233
81	0	86	26
81	0	87	52
81	0	88	107
81	0	89	21
81	0	90	51
81	0	91	27
81	0	92	40
81	0	94	94
81	0	95	11
81	0	96	34
81	0	100	88
81	0	101	26
81	0	102	16
81	0	103	71
81	0	104	25
81	0	135	10
81	0	142	10
82	0	18	14
82	0	28	19
82	0	29	36
82	0	31	70
82	0	34	66
82	0	53	272
82	0	54	12
82	0	57	17
82	0	59	12
82	0	64	12
82	0	67	28
82	0	69	17
82	0	75	26
82	0	77	18
82	0	81	311
82	0	83	73
82	0	84	189294
82	0	85	161838
82	0	86	52165
82	0	87	271
82	0	88	224405
82	0	89	210
82	0	94	17
82	0	96	10
82	0	99	11
82	0	100	68
82	0	101	53
82	0	102	15
82	0	103	40
82	0	104	20
83	0	8	72
83	0	19	81
83	0	28	27
83	0	29	17
83	0	31	12
83	0	34	18
83	0	53	19
83	0	64	23
83	0	67	12
83	0	70	52
83	0	74	944
83	0	81	40
83	0	82	108
83	0	84	113
83	0	85	604
83	0	86	55
83	0	87	189828
83	0	88	23
83	0	89	177
83	0	92	12
83	0	99	76
83	0	100	338
83	0	101	2397
83	0	102	199451
83	0	103	201
83	0	104	519
84	0	0	29
84	0	7	11
84	0	8	12
84	0	13	14
84	0	27	14
84	0	28	428
84	0	29	294
84	0	31	290
84	0	32	18
84	0	34	233
84	0	53	428630
84	0	57	12
84	0	67	53
84	0	74	10
84	0	75	19
84	0	81	197232
84	0	82	188750
84	0	83	118
84	0	85	1388
84	0	86	79
84	0	87	195
84	0	88	583
84	0	89	26
84	0	91	28
84	0	92	30
84	0	94	44
84	0	95	14
84	0	96	34
84	0	99	13
84	0	100	64
84	0	101	97
84	0	102	18
84	0	103	95
84	0	104	76
85	0	0	11
85	0	27	10
85	0	28	63
85	0	29	51
85	0	31	34
85	0	32	11
85	0	34	95
85	0	53	77
85	0	59	10
85	0	70	11
85	0	74	15
85	0	76	29
85	0	81	230
85	0	82	161409
85	0	83	777
85	0	84	1440
85	0	86	8124
85	0	87	147704
85	0	88	96
85	0	89	7454
85	0	90	10
85	0	91	72
85	0	92	10
85	0	94	21
85	0	96	21
85	0	99	17
85	0	100	46
85	0	101	291
85	0	102	118
85	0	103	146
85	0	104	123
86	0	29	15
86	0	53	156
86	0	54	7848
86	0	60	10
86	0	67	18
86	0	70	12
86	0	72	16
86	0	74	34
86	0	75	14992
86	0	76	28
86	0	77	17
86	0	78	28
86	0	81	23
86	0	82	50314
86	0	83	85
86	0	84	88
86	0	85	8172
86	0	87	118
86	0	88	39940
86	0	89	53535
86	0	100	46
86	0	101	18
86	0	103	11
87	0	0	12
87	0	28	34
87	0	29	25
87	0	31	22
87	0	34	42
87	0	53	36
87	0	67	14
87	0	70	14
87	0	74	2565
87	0	81	63
87	0	82	238
87	0	83	193761
87	0	84	200
87	0	85	146077
87	0	86	129
87	0	88	20
87	0	89	191065
87	0	94	12
87	0	99	25
87	0	100	155
87	0	101	693
87	0	102	303
87	0	103	134
87	0	104	167
88	0	29	28
88	0	31	20
88	0	34	19
88	0	53	49184
88	0	54	561
88	0	57	24
88	0	59	16
88	0	60	11
88	0	67	102
88	0	68	11
88	0	70	11
88	0	75	66
88	0	76	61
88	0	78	10
88	0	81	135
88	0	82	226475
88	0	83	19
88	0	84	693
88	0	85	112
88	0	86	38748
88	0	87	44
88	0	89	131
88	0	100	53
88	0	101	19
88	0	103	11
89	0	53	44
89	0	54	11
89	0	70	13
89	0	74	5287
89	0	75	18058
89	0	76	19
89	0	81	20
89	0	82	203
89	0	83	239
89	0	84	29
89	0	85	8159
89	0	86	51734
89	0	87	192412
89	0	88	127
89	0	100	75
89	0	101	48
89	0	102	35
89	0	103	13
89	0	104	17
90	0	0	450
90	0	1	133
90	0	2	469
90	0	5	10
90	0	7	162
90	0	8	1022
90	0	10	27
90	0	11	16
90	0	12	280
90	0	13	476
90	0	16	11
90	0	19	27
90	0	29	14
90	0	34	141
90	0	37	10
90	0	38	142
90	0	39	210
90	0	54	10
90	0	56	21
90	0	57	43
90	0	59	110
90	0	60	10
90	0	61	221
90	0	62	384
90	0	63	22
90	0	64	213
90	0	65	1042
90	0	66	702
90	0	67	17
90	0	69	13
90	0	70	10
90	0	81	51
90	0	91	590247
90	0	92	176
90	0	93	80724
90	0	94	589
90	0	95	118
90	0	96	557673
90	0	97	241015
90	0	98	264059
90	0	103	88
90	0	105	13
90	0	106	94
90	0	108	29
90	0	121	12
90	0	123	10
90	0	129	131
90	0	130	66
90	0	131	19
90	0	132	76
90	0	133	49
90	0	134	21
90	0	135	389
90	0	136	10
90	0	140	102
90	0	144	11
90	0	150	25
90	0	151	11
90	0	155	17
90	0	158	30
90	0	171	57
90	0	172	138
90	0	174	24
90	0	175	6941
90	0	176	34
90	0	177	10
90	0	179	12
91	0	0	831
91	0	1	161
91	0	2	121
91	0	7	251
91	0	8	219
91	0	10	55
91	0	12	64
91	0	13	77991
91	0	29	25
91	0	31	14
91	0	32	12
91	0	34	120
91	0	38	16
91	0	39	37
91	0	53	12
91	0	54	11
91	0	56	11
91	0	57	32
91	0	59	25
91	0	61	37
91	0	62	110
91	0	63	18
91	0	64	120
91	0	65	293
91	0	66	242
91	0	67	51
91	0	68	11
91	0	69	11
91	0	81	18
91	0	84	13
91	0	85	71
91	0	90	592643
91	0	92	98
91	0	93	335
91	0	94	475
91	0	95	107
91	0	96	108898
91	0	97	636
91	0	98	548
91	0	103	13
91	0	106	17
91	0	121	27
91	0	123	13
91	0	129	742
91	0	130	13702
91	0	131	48
91	0	132	32057
91	0	133	533
91	0	134	191
91	0	135	229989
91	0	136	21
91	0	137	12
91	0	140	127
91	0	145	25
91	0	146	19
91	0	149	10
91	0	150	93
91	0	151	18
91	0	154	10
91	0	155	52
91	0	158	95
91	0	159	18
91	0	171	172672
91	0	172	3609
91	0	173	34
91	0	174	144
91	0	175	224
91	0	176	121
91	0	177	31
91	0	178	13
91	0	179	51
91	0	180	27
91	0	181	30
91	0	184	30
91	0	193	10
92	0	0	328448
92	0	1	80
92	0	2	73581
92	0	3	1586
92	0	5	38
92	0	7	336
92	0	8	988
92	0	10	99
92	0	11	20
92	0	12	102
92	0	13	378
92	0	19	10
92	0	28	56
92	0	29	67
92	0	30	13
92	0	31	25
92	0	32	6332
92	0	33	42
92	0	34	713
92	0	38	17
92	0	39	77
92	0	56	10
92	0	57	25
92	0	59	30
92	0	61	19
92	0	62	47
92	0	64	424
92	0	65	113
92	0	66	172
92	0	67	11
92	0	81	39
92	0	84	26
92	0	85	10
92	0	90	147
92	0	91	91
92	0	93	191
92	0	94	361949
92	0	95	307
92	0	96	129902
92	0	97	211
92	0	98	41
92	0	103	13
92	0	104	13
92	0	105	35
92	0	106	24
92	0	108	15
92	0	129	35
92	0	130	17
92	0	131	17
92	0	132	16
92	0	133	22
92	0	135	13
92	0	140	11
92	0	184	37
93	0	0	46
93	0	8	20
93	0	12	12
93	0	13	46
93	0	38	18
93	0	39	67
93	0	62	111
93	0	64	40
93	0	65	295
93	0	66	331
93	0	90	86584
93	0	91	344
93	0	92	198
93	0	94	98
93	0	95	15
93	0	96	335
93	0	97	261883
93	0	98	286687
93	0	106	32
94	0	0	1298
94	0	1	46
94	0	2	367
94	0	5	17
94	0	7	106
94	0	8	1278
94	0	10	30
94	0	12	24
94	0	13	143
94	0	19	15
94	0	27	154
94	0	28	83
94	0	29	281
94	0	30	73
94	0	31	45
94	0	32	4929
94	0	33	87
94	0	34	226484
94	0	38	79
94	0	39	208
94	0	40	11
94	0	41	24
94	0	53	11
94	0	56	34
94	0	57	65
94	0	59	81
94	0	60	23
94	0	61	46
94	0	62	254
94	0	63	14
94	0	64	30131
94	0	65	490
94	0	66	81941
94	0	67	23
94	0	81	90
94	0	82	12
94	0	83	14
94	0	84	36
94	0	85	24
94	0	88	10
94	0	90	498
94	0	91	461
94	0	92	355673
94	0	93	83
94	0	95	252504
94	0	96	164312
94	0	97	83139
94	0	98	124
94	0	101	10
94	0	103	20
94	0	104	11
94	0	105	13
94	0	106	47
94	0	108	18
94	0	129	17
94	0	130	13
94	0	131	43
94	0	132	36
94	0	133	32
94	0	134	10
94	0	135	55
94	0	140	63
94	0	150	13
94	0	151	443
94	0	158	12
94	0	171	10
94	0	172	16
94	0	174	19
94	0	175	12
94	0	176	12
94	0	179	17
94	0	184	36
95	0	0	339
95	0	1	11
95	0	2	43
95	0	7	11
95	0	8	297
95	0	13	10
95	0	18	10
95	0	19	11
95	0	29	8605
95	0	30	171
95	0	31	22
95	0	32	19
95	0	33	8456
95	0	34	277
95	0	37	11
95	0	38	75
95	0	39	199
95	0	41	21
95	0	54	10
95	0	56	28
95	0	57	96
95	0	58	10
95	0	59	268
95	0	60	24
95	0	61	25
95	0	62	132
95	0	63	12
95	0	64	338878
95	0	65	124
95	0	66	554
95	0	67	25
95	0	68	10
95	0	69	16
95	0	75	10
95	0	81	11
95	0	90	109
95	0	91	84
95	0	92	277
95	0	93	24
95	0	94	244064
95	0	96	95
95	0	97	241
95	0	98	42
95	0	100	99
95	0	105	27
95	0	106	30
95	0	109	10
95	0	110	10
95	0	132	12
95	0	135	20
95	0	140	784
95	0	151	15
96	0	0	377433
96	0	1	164
96	0	2	923
96	0	4	33
96	0	5	59
96	0	7	890
96	0	8	975
96	0	10	205
96	0	11	48
96	0	12	1059
96	0	13	301657
96	0	14	15
96	0	16	10
96	0	19	41
96	0	20	11
96	0	27	12
96	0	28	41
96	0	29	47
96	0	30	10
96	0	31	23
96	0	32	33
96	0	33	12
96	0	34	461
96	0	38	29
96	0	39	112
96	0	56	14
96	0	57	22
96	0	59	16
96	0	61	21
96	0	62	134
96	0	63	11
96	0	64	114
96	0	65	369
96	0	66	339
96	0	67	88
96	0	81	30
96	0	82	12
96	0	84	24
96	0	85	19
96	0	90	563756
96	0	91	119469
96	0	92	133010
96	0	93	323
96	0	94	156527
96	0	95	92
96	0	97	55499
96	0	98	344
96	0	103	15
96	0	105	11
96	0	106	38
96	0	108	31
96	0	129	95
96	0	130	140
96	0	131	34
96	0	132	42
96	0	133	63
96	0	134	26
96	0	135	193
96	0	140	46
96	0	142	12
96	0	150	23
96	0	155	18
96	0	158	45
96	0	160	10
96	0	171	25
96	0	172	19
96	0	174	27
96	0	176	17
96	0	180	15
96	0	184	52
97	0	0	114
97	0	1	14
97	0	2	40
97	0	7	32
97	0	8	81
97	0	10	13
97	0	12	30
97	0	13	81
97	0	19	22
97	0	28	15
97	0	30	17
97	0	32	18
97	0	34	126
97	0	37	13
97	0	38	78
97	0	39	209
97	0	41	14
97	0	42	10
97	0	56	12
97	0	57	23
97	0	59	42
97	0	61	44
97	0	62	434
97	0	63	54
97	0	64	262
97	0	65	132912
97	0	66	262448
97	0	67	23
97	0	69	12
97	0	90	226210
97	0	91	626
97	0	92	223
97	0	93	276938
97	0	94	86414
