ogrid	relation	dgrid	m
155	0	195	10
155	0	197	11
155	0	198	22
155	0	200	37
156	0	149	137
156	0	151	38
156	0	152	10723
156	0	154	6419
156	0	186	11
156	0	187	2270
156	0	190	55
156	0	191	13
156	0	194	19
157	0	147	4210
157	0	148	10
157	0	150	47
157	0	151	12
157	0	153	12
157	0	155	117
157	0	158	88719
157	0	159	1114
157	0	179	14
157	0	180	31
158	0	0	13
158	0	1	42
158	0	2	25
158	0	7	55
158	0	8	84
158	0	10	62
158	0	12	39
158	0	13	45
158	0	19	19
158	0	34	19
158	0	39	14
158	0	40	31
158	0	61	94
158	0	64	16
158	0	66	14
158	0	90	19
158	0	91	103
158	0	94	22
158	0	96	40
158	0	97	11
158	0	105	10
158	0	121	27
158	0	122	24
158	0	123	16
158	0	125	10
158	0	129	199
158	0	130	57
158	0	131	105
158	0	132	778
158	0	133	32466
158	0	134	186
158	0	135	346
158	0	136	495
158	0	137	326
158	0	140	466
158	0	142	25
158	0	145	142
158	0	146	47
158	0	147	50
158	0	148	177
158	0	149	72
158	0	150	2150
158	0	151	45236
158	0	152	44
158	0	153	381
158	0	154	134
158	0	155	498643
158	0	157	87450
158	0	159	92388
158	0	163	18
158	0	167	10
158	0	170	12
158	0	171	97
158	0	172	220
158	0	173	79
158	0	174	396
158	0	175	131
158	0	176	1439
158	0	177	117
158	0	178	52
158	0	179	797026
158	0	180	246401
158	0	181	1930
158	0	186	31
158	0	188	14
158	0	190	35
158	0	191	16
158	0	192	90
158	0	193	365
158	0	194	38
158	0	195	45
158	0	196	14
158	0	197	24
158	0	198	241
158	0	199	15
158	0	200	114
159	0	61	26
159	0	91	11
159	0	96	12
159	0	129	11
159	0	132	68
159	0	133	94
159	0	135	19
159	0	140	52
159	0	147	14021
159	0	148	2743
159	0	149	155
159	0	150	610740
159	0	151	156685
159	0	152	140
159	0	153	32875
159	0	154	274
159	0	155	389
159	0	157	1509
159	0	158	104173
159	0	171	45
159	0	172	144
159	0	173	91
159	0	174	327
159	0	175	50
159	0	176	27
159	0	179	87
159	0	180	242
159	0	181	26
159	0	190	10
159	0	191	13
159	0	192	16
159	0	193	45
159	0	198	11
160	0	114	24
160	0	116	13
160	0	118	88
160	0	120	46
160	0	121	622
160	0	122	10
160	0	123	73
160	0	124	40
160	0	125	104248
160	0	126	6149
160	0	127	171
160	0	128	1788
160	0	137	36
160	0	138	12
160	0	139	46
160	0	145	12
160	0	161	228
160	0	163	66269
160	0	165	1403
160	0	166	431
160	0	167	882
160	0	168	149
160	0	169	111777
160	0	170	1691
160	0	176	29
160	0	177	19
160	0	178	24
160	0	194	12
161	0	116	10
161	0	118	38
161	0	121	30
161	0	160	248
161	0	162	583
161	0	163	129
161	0	164	14
161	0	166	143373
161	0	167	391
161	0	168	132176
161	0	169	80
161	0	170	178
162	0	113	111
162	0	118	442
162	0	160	11
162	0	161	1538
162	0	164	1348
162	0	166	10755
162	0	167	17
162	0	168	30
163	0	114	22
163	0	115	82
163	0	116	73
163	0	117	14
163	0	118	41337
163	0	121	13
163	0	122	40747
163	0	125	21
163	0	126	18
163	0	127	12
163	0	128	84
163	0	158	42
163	0	160	67941
163	0	161	127
163	0	166	307
163	0	167	973
163	0	168	71
163	0	169	113342
163	0	170	338
163	0	180	101
163	0	192	254
163	0	193	19
163	0	194	12
163	0	197	14
163	0	199	173
164	0	113	2243
164	0	161	17
164	0	162	1350
164	0	168	118
165	0	126	30
165	0	160	1423
165	0	170	3752
166	0	116	14
166	0	118	80
166	0	121	30
166	0	122	28
166	0	123	10
166	0	125	25
166	0	127	18
166	0	128	16
166	0	160	474
166	0	161	152610
166	0	162	11531
166	0	163	271
166	0	167	170700
166	0	168	478
166	0	169	247
166	0	170	33871
166	0	180	11
166	0	192	16
166	0	199	10
167	0	114	14
167	0	116	32
167	0	118	218
167	0	121	33
167	0	122	27
167	0	123	11
167	0	124	13
167	0	125	32
167	0	127	15
167	0	128	27
167	0	139	12
167	0	145	17
167	0	158	14
167	0	160	887
167	0	161	412
167	0	162	22
167	0	163	1005
167	0	166	180898
167	0	168	235
167	0	169	176972
167	0	170	135479
167	0	180	21
167	0	191	10
167	0	192	32
167	0	197	10
168	0	118	13
168	0	121	22
168	0	123	11
168	0	125	14
168	0	128	11
168	0	160	114
168	0	161	120690
168	0	162	28
168	0	163	41
168	0	164	104
168	0	166	396
168	0	167	231
168	0	169	61
168	0	170	96
169	0	115	10
169	0	116	25
169	0	118	36902
169	0	121	19
169	0	122	10
169	0	125	30
169	0	160	106397
169	0	161	89
169	0	163	114652
169	0	166	339
169	0	167	178257
169	0	168	60
169	0	170	133265
169	0	192	16
170	0	116	13
170	0	118	70
170	0	121	23
170	0	122	10
170	0	123	12
170	0	125	23
170	0	126	10
170	0	127	19
170	0	128	13
170	0	160	1808
170	0	161	151
170	0	162	10
170	0	163	257
170	0	165	3716
170	0	166	32324
170	0	167	142733
170	0	168	102
170	0	169	128836
170	0	192	12
171	0	0	10
171	0	2	19
171	0	7	42
171	0	8	40
171	0	10	17
171	0	13	79
171	0	40	15
171	0	61	119
171	0	65	12
171	0	90	101
171	0	91	173433
171	0	94	21
171	0	96	22
171	0	97	19
171	0	98	11
171	0	129	120
171	0	130	172
171	0	131	24
171	0	132	316388
171	0	133	161
171	0	134	31
171	0	135	1290
171	0	136	12
171	0	150	359
171	0	151	18
171	0	152	11
171	0	153	24
171	0	155	59
171	0	158	101
171	0	159	36
171	0	172	251747
171	0	173	37
171	0	174	34214
171	0	175	605
171	0	176	14
171	0	179	20
172	0	0	14
172	0	1	13
172	0	2	26
172	0	7	13
172	0	8	38
172	0	10	12
172	0	12	17
172	0	13	55
172	0	16	13
172	0	19	41
172	0	20	14
172	0	21	50
172	0	39	56
172	0	40	98
172	0	41	24
172	0	58	10
172	0	60	11
172	0	61	1049
172	0	62	18
172	0	64	15
172	0	65	10
172	0	66	11
172	0	90	149
172	0	91	3461
172	0	94	20
172	0	96	24
172	0	105	10
172	0	108	11
172	0	129	39
172	0	130	30
172	0	131	10
172	0	132	216
172	0	133	54
172	0	134	16
172	0	135	112
172	0	136	19
172	0	140	10
172	0	145	12
172	0	149	31
172	0	150	787
172	0	151	53
172	0	152	16
172	0	153	36
172	0	154	14
172	0	155	194
172	0	158	123
172	0	159	112
172	0	171	255739
172	0	173	280
172	0	174	126797
172	0	175	312409
172	0	176	27
172	0	177	13
172	0	179	26
172	0	180	19
172	0	181	21
172	0	190	53
172	0	193	15
173	0	8	14
173	0	13	12
173	0	21	47
173	0	40	29
173	0	61	37
173	0	91	45
173	0	133	21
173	0	136	10
173	0	140	10
173	0	148	19
173	0	149	76
173	0	150	107552
173	0	151	42
173	0	152	10
173	0	153	19
173	0	154	17
173	0	155	63
173	0	158	124
173	0	159	267
173	0	171	52
173	0	172	276
173	0	174	338
173	0	175	84477
173	0	176	16
173	0	179	34
173	0	180	28
173	0	181	17
173	0	193	74
174	0	2	17
174	0	7	14
174	0	8	16
174	0	19	13
174	0	34	11
174	0	39	19
174	0	40	23
174	0	41	16
174	0	57	130
174	0	61	214
174	0	64	13
174	0	90	43
174	0	91	171
174	0	94	13
174	0	96	18
174	0	97	17
174	0	121	11
174	0	129	18
174	0	130	73
174	0	131	15
174	0	132	96053
174	0	133	130
174	0	134	20
174	0	135	175
174	0	136	20
174	0	148	51
174	0	149	180
174	0	150	291133
174	0	151	145
174	0	152	42
174	0	153	338
174	0	154	55
174	0	155	710
174	0	158	341
174	0	159	442
174	0	171	33133
174	0	172	194550
174	0	173	350
174	0	175	381
174	0	176	28
174	0	177	10
174	0	179	46
174	0	180	31
174	0	181	41
174	0	186	14
174	0	190	13
174	0	192	11
174	0	193	16
175	0	0	14
175	0	1	10
175	0	8	27
175	0	13	21
175	0	16	12
175	0	19	99
175	0	20	21
175	0	21	52
175	0	38	12
175	0	39	141
175	0	40	337
175	0	41	38
175	0	44	271
175	0	49	95
175	0	58	13
175	0	61	208938
175	0	62	42
175	0	64	25
175	0	65	19
175	0	66	15
175	0	75	11
175	0	90	6929
175	0	91	220
175	0	92	14
175	0	94	16
175	0	95	10
175	0	96	14
175	0	105	24
175	0	106	16
175	0	108	30
175	0	129	21
175	0	130	15
175	0	132	78
175	0	133	32
175	0	135	49
175	0	136	10
175	0	149	39
175	0	150	567
175	0	151	16
175	0	152	17
175	0	153	18
175	0	154	20
175	0	155	69
175	0	158	134
175	0	159	80
175	0	171	527
175	0	172	244507
175	0	173	107262
175	0	174	321
175	0	176	18
175	0	179	13
175	0	180	44
175	0	181	17
175	0	193	36
175	0	200	11
176	0	1	14
176	0	7	21
176	0	8	16
176	0	10	33
176	0	34	14
176	0	64	12
176	0	65	10
176	0	66	15
176	0	90	38
176	0	91	78
176	0	96	16
176	0	120	16
176	0	121	97
176	0	123	176
176	0	124	11
176	0	125	27
176	0	127	24
176	0	128	43
176	0	129	229
176	0	130	41
176	0	131	82
176	0	132	24
176	0	133	135525
176	0	134	300
176	0	135	322
176	0	136	258524
176	0	137	105
176	0	138	18
176	0	139	10
176	0	140	395
176	0	142	103
176	0	145	383
176	0	146	119
176	0	150	125
176	0	151	26
176	0	153	25
176	0	155	252
176	0	158	1719
176	0	159	16
176	0	160	38
176	0	172	26
176	0	173	11
176	0	174	19
176	0	175	15
176	0	177	137204
176	0	178	673
176	0	179	67188
176	0	180	188
176	0	181	293082
176	0	182	12
176	0	192	30
176	0	193	23
176	0	197	13
176	0	200	11
177	0	8	23
177	0	66	16
177	0	91	21
177	0	120	12
177	0	121	91
177	0	123	477
177	0	124	13
177	0	125	17
177	0	127	16
177	0	128	34
177	0	129	18
177	0	133	211
177	0	134	13
177	0	135	35
177	0	136	97
177	0	137	234
177	0	138	1415
177	0	139	17
177	0	140	35
177	0	142	27
177	0	145	392
177	0	146	30
177	0	150	23
177	0	153	34
177	0	155	21
177	0	158	86
177	0	160	22
177	0	167	14
177	0	172	16
177	0	174	18
177	0	176	133842
177	0	178	243315
177	0	179	3143
177	0	180	268
177	0	181	219
177	0	190	11
177	0	191	11
177	0	192	117912
177	0	193	586
177	0	194	17
177	0	195	25
177	0	196	14
177	0	197	90
177	0	199	14
177	0	200	93
178	0	7	12
178	0	120	149
178	0	121	395
178	0	123	102917
178	0	124	23
178	0	125	33
178	0	127	44
178	0	128	66
178	0	129	10
178	0	133	52
178	0	135	23
178	0	137	34
178	0	138	108433
178	0	139	75
178	0	145	63
178	0	150	12
178	0	155	12
178	0	158	53
178	0	160	43
178	0	168	14
178	0	170	13
178	0	176	569
178	0	177	240472
178	0	179	16
178	0	181	59
178	0	192	81
178	0	193	26
178	0	199	4465
179	0	8	18
179	0	61	29
179	0	91	58
179	0	94	18
179	0	121	10
179	0	123	14
179	0	129	25
179	0	130	10
179	0	131	17
179	0	132	103
179	0	133	326
179	0	134	51
179	0	135	97
179	0	136	267
179	0	137	61
179	0	140	87
179	0	142	16
179	0	145	85
179	0	146	33
179	0	148	14
179	0	149	16
179	0	150	189
179	0	151	96
179	0	153	39
179	0	154	37
179	0	155	1077
179	0	157	11
179	0	158	815164
179	0	159	137
179	0	171	24
179	0	172	31
179	0	173	13
179	0	174	54
179	0	175	26
179	0	176	70143
179	0	177	3107
179	0	178	14
179	0	180	44639
179	0	181	449570
179	0	192	17
179	0	193	51
179	0	194	11
179	0	198	55
179	0	200	12
180	0	0	15
180	0	1	10
180	0	7	24
180	0	8	37
180	0	10	18
180	0	13	10
180	0	27	23
180	0	61	50
180	0	90	10
180	0	91	20
180	0	96	17
180	0	116	23
180	0	122	96
180	0	129	31
180	0	130	27
180	0	131	50
180	0	132	109
180	0	133	247
180	0	134	19
180	0	135	51
180	0	136	69
180	0	137	23
180	0	140	37
180	0	150	191
180	0	151	991
180	0	153	69
180	0	154	411
180	0	155	482
180	0	157	24
180	0	158	253707
180	0	159	183
180	0	161	13
180	0	163	98
180	0	166	16
180	0	167	24
180	0	168	12
180	0	170	14
180	0	172	52
180	0	173	14
180	0	174	40
180	0	175	34
180	0	176	181
180	0	177	271
180	0	179	46007
180	0	181	567
180	0	186	113
180	0	188	28
180	0	190	36
180	0	191	41
180	0	192	51762
180	0	193	13295
180	0	194	152
180	0	195	240
180	0	196	30
180	0	197	95
180	0	198	178113
180	0	199	113
180	0	200	592
181	0	8	14
181	0	91	19
181	0	121	13
181	0	123	13
181	0	129	27
181	0	131	49
181	0	132	37
181	0	133	130
181	0	134	37
181	0	135	30
181	0	136	504
181	0	137	61
181	0	140	93
181	0	142	39
181	0	145	99
181	0	146	125
181	0	150	190
181	0	151	15
181	0	153	27
181	0	155	258
181	0	158	2004
181	0	159	34
181	0	172	23
181	0	173	10
181	0	174	30
181	0	175	24
181	0	176	274090
181	0	177	191
181	0	178	39
181	0	179	469599
181	0	180	468
181	0	192	15
181	0	193	38
181	0	198	15
182	0	136	32
182	0	137	1079
182	0	138	14
182	0	140	43
182	0	142	54
182	0	145	68
182	0	146	19512
182	0	176	12
182	0	183	5194
182	0	184	32
182	0	185	27717
183	0	137	23
183	0	140	10
183	0	146	11
183	0	182	5190
183	0	184	258
184	0	0	36
184	0	1	570
184	0	2	269
184	0	3	18
184	0	7	55
184	0	8	213669
184	0	10	60
184	0	12	25
184	0	13	36
184	0	64	26
184	0	90	21
184	0	91	31
184	0	92	34
184	0	94	24
184	0	96	26
184	0	130	13
184	0	131	45
184	0	133	12
184	0	182	71
184	0	183	288
185	0	137	673
185	0	140	11
185	0	144	11
185	0	182	27798
186	0	114	20
186	0	117	28
186	0	122	12
186	0	129	10
186	0	150	19
186	0	151	14
186	0	152	231
186	0	154	29
186	0	155	11
186	0	156	15
186	0	158	33
186	0	159	14
186	0	177	12
186	0	180	93
186	0	187	66826
186	0	188	225892
186	0	189	19160
186	0	190	1258
186	0	191	582
186	0	192	13
186	0	193	74
186	0	194	165
186	0	195	204
186	0	196	24
186	0	197	22
186	0	200	135
187	0	124	12
187	0	152	123
187	0	154	15
187	0	156	2174
187	0	158	10
187	0	186	66873
187	0	188	183
187	0	189	155
187	0	190	192
187	0	191	77
187	0	193	12
187	0	194	18
187	0	195	31
187	0	197	11
187	0	200	22
188	0	114	15
188	0	117	25
188	0	120	80
188	0	139	116
188	0	150	13
188	0	152	133
188	0	154	16
188	0	158	11
188	0	180	34
188	0	186	229024
188	0	187	171
188	0	189	23641
188	0	190	370016
188	0	191	651
188	0	192	11
188	0	193	40
188	0	194	150
188	0	195	226
188	0	196	10
188	0	197	17
188	0	200	123
189	0	117	435
189	0	151	14
189	0	152	36
189	0	158	10
189	0	180	10
189	0	186	17857
189	0	187	148
189	0	188	28648
189	0	190	36640
189	0	191	146
189	0	193	197
189	0	194	36
189	0	195	74
189	0	200	22
190	0	114	36
190	0	116	13
190	0	117	112
190	0	118	14
190	0	133	10
190	0	150	13
190	0	151	120
190	0	152	23082
190	0	154	45
190	0	155	13
190	0	156	56
190	0	158	23
190	0	159	13
190	0	172	55
190	0	174	13
190	0	177	11
190	0	180	50
190	0	186	1271
190	0	187	255
190	0	188	366602
190	0	189	45066
190	0	191	266697
190	0	192	21
190	0	193	66
190	0	194	288
190	0	195	556
190	0	196	11
190	0	197	19
190	0	198	14
190	0	200	228
191	0	97	21
191	0	111	10
191	0	114	188
191	0	116	38
191	0	117	39004
191	0	118	24
191	0	122	14
191	0	150	32
191	0	151	26
191	0	152	73964
191	0	154	56
191	0	156	16
191	0	158	31
191	0	159	17
191	0	163	15
191	0	167	15
191	0	172	10
191	0	174	21
191	0	177	11
191	0	180	52
191	0	186	725
191	0	187	58
191	0	188	701
191	0	189	160
191	0	190	268588
191	0	192	22
191	0	193	172
191	0	194	130463
191	0	195	59373
191	0	196	43
191	0	197	23
191	0	198	17
191	0	200	341
192	0	8	10
192	0	61	17
192	0	115	75
192	0	116	37
192	0	121	22
192	0	122	497
192	0	123	11
192	0	131	54
192	0	133	13
192	0	135	41
192	0	136	13
192	0	137	148
192	0	138	69
192	0	139	10
192	0	140	13
192	0	145	66
192	0	146	20
192	0	150	25
192	0	151	13
192	0	155	26
192	0	158	117
192	0	161	10
192	0	163	135
192	0	166	17
192	0	167	32
192	0	168	15
192	0	169	22
192	0	170	13
192	0	172	11
192	0	176	39
192	0	177	116802
192	0	178	85
192	0	179	32
192	0	180	50233
192	0	181	18
192	0	186	16
192	0	190	17
192	0	191	22
192	0	193	164333
192	0	194	70
192	0	195	109
192	0	196	54
192	0	197	49285
192	0	198	69
192	0	199	71743
192	0	200	321
193	0	7	10
193	0	8	15
193	0	13	10
193	0	61	23
193	0	65	17
193	0	115	18
193	0	116	13
193	0	122	24
193	0	129	11
193	0	132	20
193	0	133	39
193	0	135	18
193	0	136	16
193	0	137	143
193	0	138	26
193	0	140	14
193	0	145	37
193	0	146	14
193	0	149	14
193	0	150	49
193	0	151	31
193	0	152	39
193	0	154	40
193	0	155	59
193	0	158	336
193	0	159	15
193	0	163	10
193	0	172	15
193	0	173	67
193	0	174	18
193	0	175	30
193	0	176	17
193	0	177	367
193	0	178	11
193	0	179	62
193	0	180	16741
193	0	181	32
193	0	186	70
193	0	187	17
193	0	188	44
193	0	189	191
193	0	190	65
193	0	191	206
193	0	192	162943
193	0	194	6439
193	0	195	595
193	0	196	10516
193	0	197	421
193	0	198	189235
193	0	199	30
193	0	200	231806
194	0	115	30
194	0	116	21
194	0	117	19
194	0	121	11
194	0	122	16
194	0	125	26
194	0	133	10
194	0	152	41570
194	0	154	23
194	0	156	24
194	0	158	38
194	0	177	17
194	0	179	12
194	0	180	143
194	0	181	12
194	0	186	185
194	0	188	139
194	0	189	25
194	0	190	342
194	0	191	125014
194	0	192	54
194	0	193	5925
194	0	195	457288
194	0	196	66
194	0	197	58
194	0	198	15311
194	0	200	991
195	0	115	46
195	0	116	20
195	0	117	19
195	0	118	11
195	0	121	13
195	0	122	19
195	0	137	14
195	0	152	86
195	0	155	11
195	0	158	51
195	0	177	23
195	0	179	11
195	0	180	239
195	0	186	211
195	0	187	11
195	0	188	222
195	0	189	36
195	0	190	491
195	0	191	57751
195	0	192	91
195	0	193	594
195	0	194	453445
195	0	196	9733
195	0	197	228
195	0	198	84
195	0	200	267694
196	0	114	3938
196	0	115	131
196	0	116	204
196	0	117	23
196	0	121	13
196	0	122	77
196	0	137	18
196	0	158	10
196	0	180	22
196	0	191	40
196	0	192	32
196	0	193	10836
196	0	194	70
196	0	195	10576
196	0	197	93389
196	0	198	13
196	0	200	79256
197	0	111	16
197	0	114	15
197	0	115	78602
197	0	116	217
197	0	118	58
197	0	121	50
197	0	122	217
197	0	125	15
197	0	128	13
197	0	131	650
197	0	137	31
197	0	138	10
197	0	145	15
197	0	150	19
197	0	152	11
197	0	158	27
197	0	163	14
197	0	169	15
197	0	177	60
197	0	180	91
197	0	186	26
197	0	188	13
197	0	190	20
197	0	191	19
197	0	192	52181
197	0	193	372
197	0	194	54
197	0	195	219
197	0	196	93096
197	0	198	12
197	0	199	1964
197	0	200	656
198	0	133	14
198	0	149	12
198	0	150	14
198	0	151	35
198	0	152	10673
198	0	154	479
198	0	155	21
198	0	158	171
198	0	179	51
198	0	180	183403
198	0	181	26
198	0	186	11
198	0	190	17
198	0	191	11
198	0	192	68
198	0	193	180733
198	0	194	14929
198	0	195	91
198	0	196	14
198	0	197	14
198	0	200	224
199	0	115	555
199	0	121	23
199	0	122	53111
199	0	123	2075
199	0	155	10
199	0	158	23
199	0	160	15
199	0	163	288
199	0	166	28
199	0	167	36
199	0	168	17
199	0	169	28
199	0	170	27
199	0	177	10
199	0	178	4629
199	0	180	86
199	0	192	66328
199	0	193	42
199	0	197	2218
199	0	198	10
199	0	200	16
200	0	64	12
200	0	111	36
200	0	115	120
200	0	116	46
200	0	118	13
200	0	121	26
200	0	122	29
200	0	129	15
200	0	133	26
200	0	135	17
200	0	137	20
200	0	150	20
200	0	152	28
200	0	154	11
200	0	155	37
200	0	158	99
200	0	163	11
200	0	169	12
200	0	175	13
200	0	177	52
200	0	179	23
200	0	180	574
200	0	186	116
200	0	187	18
200	0	188	139
200	0	189	17
200	0	190	253
200	0	191	350
200	0	192	287
200	0	193	240219
200	0	194	1042
200	0	195	260156
200	0	196	79765
200	0	197	700
200	0	198	240
200	0	199	14
