0.790	0.522	0.954	0.954
0.825	0.460	0.289	0.289
0.830	0.526	0.639	0.639
0.814	0.556	0.028	0.028
0.820	0.498	0.171	0.171
0.812	0.505	0.214	0.213
0.836	0.506	0.046	0.047
0.782	0.476	0.582	0.581
0.839	0.501	0.794	0.794
0.832	0.507	0.049	0.049
0.801	0.436	0.436	0.435
0.817	0.501	0.177	0.177
0.810	0.486	0.775	0.774
0.764	0.492	0.748	0.748
0.824	0.505	0.077	0.077
0.825	0.502	0.021	0.022
0.362	0.659	0.165	0.130
0.344	0.616	0.185	0.187
0.376	0.628	0.301	0.306
0.362	0.609	0.514	0.509
0.326	0.624	0.102	0.102
0.393	0.567	0.251	0.252
0.356	0.622	0.159	0.159
0.355	0.620	0.117	0.117
0.352	0.614	0.324	0.325
0.367	0.523	0.024	0.020
0.351	0.624	0.193	0.195
0.861	0.581	0.032	0.033
0.779	0.653	0.091	0.091
0.671	0.659	0.196	0.197
0.720	0.609	0.174	0.174
0.653	0.682	0.206	0.206
0.776	0.590	0.093	0.093
0.713	0.613	0.122	0.122
0.758	0.616	0.501	0.501
0.276	0.885	0.183	0.185
0.291	0.882	0.133	0.136
0.562	0.581	0.261	0.261
0.562	0.588	0.274	0.275
0.556	0.570	0.758	0.761
0.473	0.533	0.140	0.138
0.495	0.574	0.189	0.191
0.550	0.584	0.204	0.204
0.000	0.995	0.083	0.084
0.107	0.930	0.196	0.198
0.299	0.940	0.142	0.143
0.059	0.996	0.118	0.120
0.097	0.929	0.158	0.159
0.223	0.880	0.140	0.136
0.146	0.954	0.422	0.434
0.239	0.937	0.117	0.115
0.092	0.921	0.648	0.647
0.426	0.651	0.195	0.183
0.547	0.735	0.284	0.284
0.464	0.781	0.247	0.247
0.470	0.666	0.171	0.171
0.495	0.671	0.315	0.316
0.578	0.634	0.202	0.203
0.464	0.664	0.226	0.228
0.617	0.607	0.193	0.193
0.478	0.719	0.253	0.254
0.533	0.521	0.228	0.230
0.619	0.566	0.568	0.568
0.618	0.552	0.082	0.082
0.618	0.599	0.570	0.571
0.613	0.538	0.778	0.778
0.629	0.554	1.000	1.000
0.593	0.679	0.146	0.147
0.557	0.678	0.168	0.168
0.549	0.654	0.246	0.246
0.374	0.902	0.177	0.182
0.268	0.819	0.093	0.100
0.353	0.850	0.110	0.111
0.379	0.791	0.059	0.061
0.450	0.855	0.209	0.210
0.427	0.818	0.314	0.316
0.410	0.836	0.281	0.283
0.405	0.832	0.278	0.279
0.408	0.825	0.113	0.115
0.319	0.754	0.079	0.028
0.403	0.754	0.027	0.027
0.629	0.728	0.223	0.223
0.611	0.799	0.268	0.268
0.508	0.911	0.167	0.168
0.662	0.772	0.349	0.349
0.623	0.851	0.139	0.139
0.542	0.810	0.073	0.074
0.549	0.882	0.228	0.228
0.603	0.792	0.134	0.134
0.544	0.850	0.117	0.117
0.676	0.509	0.748	0.748
0.678	0.492	0.529	0.529
0.766	0.534	0.387	0.387
0.674	0.518	0.271	0.271
0.700	0.561	0.515	0.515
0.652	0.595	0.257	0.257
0.739	0.524	0.733	0.733
0.679	0.523	0.677	0.677
0.665	0.513	0.469	0.469
0.369	0.961	0.226	0.219
0.445	0.968	0.394	0.397
0.450	0.924	0.249	0.251
0.462	0.897	0.236	0.237
0.443	1.000	0.150	0.147
0.471	0.988	0.159	0.164
0.469	0.630	0.528	0.529
0.498	0.613	0.281	0.283
0.476	0.639	0.076	0.076
0.420	0.606	0.347	0.350
0.534	0.643	0.059	0.059
0.465	0.639	0.194	0.195
0.468	0.084	0.015	0.016
0.371	0.018	0.002	0.003
0.479	0.064	0.002	0.002
0.454	0.129	0.029	0.029
0.566	0.156	0.063	0.063
0.533	0.128	0.061	0.062
0.417	0.150	0.032	0.032
0.600	0.085	0.053	0.053
0.389	0.080	0.008	0.008
0.806	0.214	0.158	0.158
0.760	0.181	0.283	0.283
0.685	0.180	0.072	0.072
0.736	0.220	0.093	0.093
0.814	0.155	0.114	0.114
0.802	0.114	0.133	0.133
0.773	0.082	0.011	0.011
0.799	0.143	0.099	0.099
0.780	0.152	0.214	0.214
0.701	0.438	0.630	0.630
0.727	0.449	0.248	0.248
0.743	0.428	0.243	0.243
0.662	0.423	0.457	0.457
0.682	0.406	0.622	0.622
0.730	0.408	0.431	0.431
0.688	0.441	0.788	0.788
0.765	0.341	0.271	0.271
0.890	0.321	0.253	0.253
0.810	0.288	0.337	0.337
0.813	0.238	0.100	0.100
0.786	0.358	0.199	0.199
0.845	0.317	0.103	0.103
0.837	0.320	0.230	0.230
0.836	0.316	0.101	0.101
0.893	0.263	0.012	0.012
0.836	0.310	0.745	0.744
0.867	0.328	0.264	0.265
0.591	0.373	0.017	0.017
0.591	0.376	0.097	0.097
0.508	0.371	0.055	0.053
0.603	0.394	0.944	0.946
0.550	0.345	0.158	0.159
0.423	0.270	0.120	0.120
0.584	0.381	0.297	0.297
0.500	0.311	0.118	0.119
0.597	0.374	0.750	0.750
0.381	0.289	0.007	0.007
0.584	0.360	0.039	0.039
0.647	0.376	0.773	0.775
0.582	0.373	0.395	0.395
0.725	0.080	0.125	0.125
0.649	0.019	0.117	0.117
0.562	0.037	0.004	0.005
0.673	0.085	0.112	0.112
0.492	0.007	0.000	0.000
0.759	0.042	0.001	0.001
0.666	0.035	0.157	0.157
0.676	0.053	0.210	0.211
0.623	0.000	0.056	0.051
0.667	0.067	0.243	0.243
0.695	0.055	0.131	0.131
0.636	0.453	0.332	0.332
0.595	0.454	0.298	0.299
0.503	0.426	0.079	0.081
0.556	0.412	0.263	0.264
0.547	0.478	0.250	0.243
0.714	0.341	0.383	0.383
0.705	0.277	0.214	0.214
0.718	0.268	0.195	0.195
0.647	0.348	0.592	0.592
0.600	0.298	0.233	0.234
0.662	0.335	0.319	0.319
0.937	0.337	0.021	0.021
0.959	0.370	0.001	0.001
1.000	0.433	0.090	0.091
0.976	0.330	0.011	0.011
0.279	0.195	0.134	0.133
0.263	0.227	0.028	0.028
0.345	0.202	0.265	0.266
0.299	0.172	0.036	0.035
0.361	0.204	0.300	0.300
0.401	0.209	0.244	0.244
0.597	0.241	0.193	0.193
0.567	0.244	0.264	0.264
0.454	0.233	0.276	0.276
0.474	0.216	0.337	0.337
0.517	0.189	0.083	0.084
0.560	0.187	0.096	0.096
0.534	0.264	0.166	0.166
0.634	0.209	0.054	0.054
0.496	0.217	0.248	0.249
