0.000	0.000	0.001	0.001
0.000	0.034	0.001	0.000
0.000	0.138	0.000	0.000
0.000	0.172	0.004	0.001
0.000	0.207	0.001	0.000
0.000	0.241	0.000	0.000
0.000	0.276	0.014	0.014
0.000	0.310	0.009	0.015
0.000	0.345	0.026	0.032
0.000	0.379	0.020	0.027
0.000	0.414	0.008	0.015
0.000	0.448	0.008	0.002
0.000	0.483	0.004	0.004
0.000	0.517	0.003	0.002
0.000	0.552	0.002	0.002
0.000	0.586	0.002	0.001
0.000	0.621	0.001	0.001
0.000	0.655	0.000	0.000
0.000	0.690	0.004	0.005
0.000	0.724	0.002	0.000
0.000	0.759	0.001	0.001
0.000	0.793	0.003	0.001
0.000	0.828	0.008	0.002
0.000	0.862	0.010	0.005
0.000	0.897	0.006	0.003
0.000	0.931	0.001	0.001
0.000	0.966	0.006	0.013
0.000	1.000	0.009	0.007
0.034	0.000	0.000	0.000
0.034	0.034	0.001	0.001
0.034	0.069	0.000	0.000
0.034	0.138	0.001	0.001
0.034	0.172	0.003	0.002
0.034	0.207	0.000	0.001
0.034	0.241	0.001	0.001
0.034	0.276	0.002	0.000
0.034	0.310	0.007	0.003
0.034	0.345	0.013	0.018
0.034	0.379	0.004	0.006
0.034	0.414	0.002	0.000
0.034	0.448	0.019	0.010
0.034	0.483	0.003	0.004
0.034	0.517	0.001	0.000
0.034	0.552	0.000	0.000
0.034	0.586	0.001	0.001
0.034	0.621	0.002	0.000
0.034	0.655	0.000	0.000
0.034	0.690	0.002	0.003
0.034	0.724	0.000	0.000
0.034	0.759	0.000	0.000
0.034	0.793	0.000	0.000
0.034	0.828	0.003	0.000
0.034	0.862	0.009	0.004
0.034	0.897	0.013	0.011
0.034	0.931	0.007	0.004
0.034	0.966	0.013	0.015
0.034	1.000	0.001	0.001
0.069	0.000	0.000	0.000
0.069	0.034	0.000	0.000
0.069	0.138	0.000	0.000
0.069	0.172	0.000	0.000
0.069	0.207	0.004	0.001
0.069	0.241	0.012	0.009
0.069	0.276	0.001	0.001
0.069	0.310	0.005	0.003
0.069	0.345	0.011	0.011
0.069	0.379	0.012	0.027
0.069	0.414	0.006	0.003
0.069	0.448	0.003	0.001
0.069	0.483	0.006	0.005
0.069	0.517	0.001	0.000
0.069	0.552	0.002	0.000
0.069	0.586	0.003	0.001
0.069	0.621	0.004	0.001
0.069	0.655	0.013	0.014
0.069	0.690	0.000	0.000
0.069	0.759	0.000	0.000
0.069	0.793	0.001	0.001
0.069	0.828	0.008	0.003
0.069	0.862	0.008	0.003
0.069	0.897	0.022	0.034
