34	42	230	108
34	43	286	288
34	45	265	292
34	46	193	265
34	48	62	33
52	19	0	89
52	21	139	117
52	22	521	838
52	23	78	116
52	25	30	0
52	27	80	36
0	24	0	33
52	29	88	32
52	30	0	30
52	34	96	155
52	37	113	34
52	38	52	0
52	41	133	224
52	43	34	40
52	44	0	31
52	45	84	70
35	22	31	0
35	26	156	113
52	47	47	109
35	34	0	30
35	35	72	63
35	37	30	32
35	41	72	32
35	42	608	266
35	43	120	154
35	48	31	42
35	49	31	34
35	50	32	0
35	51	0	30
35	52	0	33
35	54	30	30
35	55	50	60
35	56	36	41
35	58	0	38
53	25	51	41
1	21	33	0
53	31	89	31
36	10	34	0
36	11	52	0
53	37	37	0
53	43	0	63
53	44	0	32
53	45	101	74
36	25	0	61
53	47	34	0
36	40	256	291
36	41	34	0
36	42	0	30
36	43	30	101
36	53	232	215
54	23	42	37
54	24	53	35
54	25	199	164
37	10	42	0
54	34	32	0
54	36	33	0
37	16	0	34
54	44	109	37
37	41	0	37
37	42	77	0
37	43	0	120
20	33	0	34
55	24	62	30
55	25	99	90
55	34	35	33
55	43	33	0
55	44	32	0
55	48	35	0
38	39	35	0
38	40	0	63
38	44	0	36
38	45	147	70
38	51	33	0
38	52	36	0
56	21	55	38
56	23	39	0
56	25	32	38
56	44	114	0
56	45	34	0
39	25	0	73
39	37	31	36
39	38	0	67
39	39	109	110
39	40	35	35
39	41	144	115
39	42	1668	1005
39	43	34	78
39	45	0	33
22	31	35	0
22	32	0	68
22	34	0	31
22	36	68	69
22	37	0	70
22	39	32	0
57	24	45	0
22	41	38	0
40	22	0	37
40	23	34	0
40	24	32	0
40	25	109	492
40	36	64	0
40	37	33	0
40	38	77	113
40	39	336	635
40	40	0	37
40	41	43	0
23	21	40	0
40	42	39	0
23	28	0	251
23	29	236	86
23	30	0	35
23	33	0	34
23	36	34	0
58	24	46	0
23	50	0	37
41	17	37	34
41	24	63	32
41	25	0	67
41	40	0	31
41	41	92	0
41	42	36	0
41	43	0	84
41	45	36	0
24	25	111	76
24	26	63	46
24	27	33	36
24	29	44	0
24	36	62	0
24	50	0	57
7	32	67	53
42	22	36	0
42	23	39	32
42	24	36	0
42	26	39	0
42	28	243	381
42	32	104	68
42	34	75	88
42	40	0	32
42	41	86	0
42	42	33	105
42	43	217	499
42	44	236	238
42	45	177	34
25	25	59	43
25	24	65	30
25	26	44	0
25	31	102	114
25	32	0	32
25	41	32	0
8	26	0	33
43	11	0	60
43	22	68	33
43	24	0	32
43	25	152	43
43	26	130	39
43	29	59	0
43	32	0	35
43	34	0	30
43	39	35	0
43	40	51	0
43	43	103	244
26	24	47	40
26	25	47	59
26	28	450	718
26	33	88	0
26	43	0	32
26	48	64	31
26	49	0	35
44	17	31	0
44	23	30	0
44	24	35	0
44	25	80	0
44	26	53	35
44	28	49	38
44	29	65	59
27	10	30	0
27	11	33	32
44	36	0	42
44	39	42	0
44	40	132	153
44	41	32	45
44	42	0	90
44	43	65	0
44	44	479	423
27	30	0	30
27	31	36	0
27	36	0	55
45	15	41	0
45	16	32	37
45	29	33	36
45	30	117	68
45	31	31	36
28	11	54	82
45	33	38	36
45	34	80	39
28	18	0	32
45	40	0	32
45	41	116	41
45	42	222	79
45	43	0	108
28	20	32	0
28	24	32	0
28	25	38	0
28	26	64	49
45	49	37	36
28	31	113	73
28	32	34	39
28	39	30	0
28	43	231	30
28	44	0	32
28	46	0	70
46	15	30	0
46	17	72	116
46	19	37	107
46	20	0	30
46	24	0	33
46	28	32	36
29	8	38	47
46	29	0	32
29	7	35	0
29	17	0	30
29	19	0	30
29	22	40	82
29	23	41	0
29	24	0	33
29	25	92	66
29	26	97	36
46	48	39	38
29	28	0	62
29	38	31	0
29	39	141	122
29	44	35	0
29	46	92	168
29	47	32	0
12	27	33	30
47	17	33	118
47	22	30	0
30	9	49	0
47	33	0	33
30	19	156	199
47	41	857	811
47	48	0	35
30	28	0	30
30	36	76	254
30	38	101	31
30	39	126	124
30	40	31	31
30	43	715	751
30	44	0	63
30	45	76	126
30	46	80	34
30	48	0	42
30	49	44	44
30	50	101	57
30	51	0	30
30	54	73	0
48	17	78	103
48	18	36	0
48	19	34	0
48	21	31	0
48	22	0	35
48	23	31	102
48	24	0	37
48	25	89	76
48	27	0	44
48	28	32	53
48	29	32	0
48	30	0	58
31	12	35	0
48	34	65	0
48	36	66	0
31	18	0	70
31	19	472	173
48	41	0	32
31	20	123	32
48	44	73	88
31	26	236	312
31	28	0	31
31	30	67	40
31	33	0	33
31	35	0	33
31	36	124	252
31	37	0	38
31	39	37	71
31	43	44	248
31	44	0	35
31	45	31	34
31	46	69	97
31	47	252	161
31	48	101	0
31	50	32	0
31	54	0	73
49	18	77	0
49	25	0	35
49	26	456	30
49	28	30	85
32	11	31	0
49	37	0	35
49	44	135	80
49	45	45	37
49	46	31	38
49	48	0	31
32	37	644	268
32	43	33	0
50	17	42	101
50	18	139	85
50	20	47	79
33	7	0	73
33	8	47	0
33	10	33	0
33	11	147	454
50	37	0	32
33	17	0	41
33	16	31	38
33	20	33	0
50	43	0	32
50	44	65	112
50	45	128	128
50	46	31	38
33	26	0	41
50	48	41	42
33	25	0	35
50	47	0	38
33	28	34	0
33	35	250	31
33	40	33	203
33	41	34	32
33	42	30	39
33	43	811	998
33	44	0	32
33	45	314	391
33	46	592	583
51	27	40	32
34	10	57	0
51	33	36	33
51	36	0	272
34	17	0	33
51	39	34	0
51	43	0	30
34	23	0	30
51	44	37	45
51	46	43	90
51	47	214	209
34	27	110	77
34	28	78	155
34	26	44	38
51	45	30	0
34	25	31	0
34	36	77	80
34	40	105	0
