116.380992,39.949646,116.404404,39.949768,44
116.416186,39.940818,116.439669,39.931924,112
116.299236,39.931161,116.298960,39.958188,53
116.486211,39.968179,116.474502,39.968127,62
116.451372,39.931980,116.416186,39.940818,87
116.486683,39.905112,116.486884,39.878084,34
116.498184,39.932192,116.463145,39.923026,37
116.463145,39.923026,116.463075,39.932035,65
116.463216,39.914016,116.463286,39.905007,68
116.276778,39.840924,116.288465,39.840996,32
116.346646,39.868369,116.346560,39.877378,51
116.439742,39.922915,116.416416,39.913790,108
116.299144,39.940170,116.299328,39.922151,122
116.299236,39.931161,116.299328,39.922151,126
116.299328,39.922151,116.299144,39.940170,104
116.299144,39.940170,116.310758,39.949249,70
116.322552,39.940309,116.299144,39.940170,91
116.299144,39.940170,116.334082,39.958395,46
116.486750,39.896103,116.451659,39.895942,146
116.451659,39.895942,116.462863,39.959064,36
116.462863,39.959064,116.439522,39.949943,52
116.451228,39.949999,116.439375,39.967962,92
116.415957,39.967847,116.427666,39.967905,89
116.509951,39.923233,116.474984,39.905060,42
116.427891,39.940877,116.498184,39.932192,34
116.357917,39.913481,116.334431,39.922358,60
116.370112,39.859488,116.381560,39.886580,43
116.381560,39.886580,116.393493,39.859613,33
116.322197,39.976346,116.298684,39.985216,67
116.404716,39.913730,116.369700,39.904536,42
116.369700,39.904536,116.416569,39.895771,41
116.404248,39.967787,116.380911,39.958655,41
116.311300,39.895194,116.287814,39.904062,31
116.486076,39.986198,116.486211,39.968179,75
116.310396,39.985286,116.333732,39.994432,153
116.333732,39.994432,116.345875,39.949453,34
116.334169,39.949386,116.345789,39.958462,39
116.451372,39.931980,116.451516,39.913961,257
116.451516,39.913961,116.451659,39.895942,205
116.451444,39.922971,116.428116,39.913848,39
116.381641,39.877570,116.369947,39.877507,84
116.380748,39.976674,116.404091,39.985806,68
116.462934,39.950054,116.439448,39.958953,90
116.333994,39.967405,116.298868,39.967197,44
116.380586,39.994692,116.404091,39.985806,68
116.451228,39.949999,116.486616,39.914122,65
116.393493,39.859613,116.370194,39.850479,42
116.428490,39.868801,116.428565,39.859791,92
116.428041,39.922858,116.428266,39.895829,37
116.427966,39.931867,116.416340,39.922799,87
116.324321,39.760121,116.300974,39.759983,39
116.357917,39.913481,116.404794,39.904721,90
116.416416,39.913790,116.451516,39.913961,115
116.393175,39.895651,116.393255,39.886641,76
116.405184,39.859674,116.369947,39.877507,52
116.451731,39.886933,116.498644,39.869125,78
116.440256,39.859848,116.405184,39.859674,55
116.405184,39.859674,116.428565,39.859791,96
116.381479,39.895589,116.381641,39.877570,64
